Stations,GITEGA,BUTAMWA,MUHIMA,KABUSUNZU,COLLEGE_STANDRE,LYCEE ND CITEAUX,RUGUNGA,RWAMPARA,RUBUNGO,KABUYE_SUGAR,KIGALI_AERO,MASAKA,RUBIRIZI,NYANZA,GIHISI,BUSASAMANA_NYANZA,BUSORO,MWEYA,NYAMIYAGA,RURANGAZI,CYILI,GIKONKO,KANSI_ECOLE,KIGEMBE,GAKOMA,MUKINDO,SAVE_PAROISSE,RUNYOMBI,CYAHINDA,KIBEHO,NSHILI,MATA,MUGANZA,MUTOVU,MUNINI,AGASE,RURAMBA,NYAKIBANDA,BUTARE_AERO,GAHORORO-HUYE,KIGOMA_HUYE,NYAMUGARI,MWOGO,RUBONA_COLLINE,SIMBI,BISHYIGA,BURUHUKIRO,CYANIKA,GIKONGORO_MET,KIGEME,MUSEBEYA_CRETE,GATARE,KADUHA,KITABI,MBAZI,MUSHUBI,MBUGA,MUDASOMWA,GITWE,BYIMANA,KARAMBI,CYERU,KINAZI,MUKUNGURI,KABUGA,GITARE,GISANGA,MAYUNZWE,KAGEYO,URURUMANZA,MWENDO,RUBONA_TAMBWE,KIGOMA_RUHANGO,KIVUMU,KIBANGU,KANYANZA,BULINGA,NGARU,NYABINONI,NYAMABUYE,RUGENDABARI,SHYOGWE,MURAMBI,GIHINGA_GACURABWENGE,KAYENZI,MUGINA,MUSAMBIRA,RUGOBAGOBA,GIHETA,KIBUYE,NYAMISHABA,GISHYITA,MUGONERO,MUBUGA,MUBUGA,KIRINDA,RUBENGERA_MET,BIRAMBO,RUGABANO,GISOVU,WISUMO,TWUMBA,RUGABANO_TEAN_COMPANY,BONEZA,RUTSIRO,GIHANGO,MURUNDA,KIVUMU,MUSHUBATI,TAMIRA,BUSASAMANA_RUBAVU,RYABIZIGE,GISENYI_AERO,KANAMA,NYUNDO,PFUNDA,BIGOGWE,KORA,KABATWA,RWANKERI_NYABIHU,RAMBURA,RUGERA,GATUMBA,MURAMBA_PAROISSE,KABAYA,MUHANDA_RUBAYA,NYANGE_NGORORERO,SOVU,BUGARAMA_RIZ,MIBIRIZI,KAMEMBE_AERO,SHAGASHA,MASHESHA,GATANDARA,MURURU,NKANKA,NYAKABUYE,GISAKURA,NTENDEZI,KAMATSIRA_RANGIRO,CYATO,NYAMASHEKE,MASEKA_KIRAMBO,KANJONGO,BIGUTU,MWEZI,KIRIMBI,GATARE,MWAGA,SHANGI,BUMAZI,RULINDO,CYINZUZI,RUTONGO,MUGAMBAZI,KIRULI,RWAGIHURA,RUKOZO,RUSIGA,MURAMBA_CYABINGO,JANJA,MINAZI,CYATA,RUGANDA,MUYONGWE,NEMBA,RULI_MUSASA,RUSHASHI,RUTABO,RWANKUBA,REMERA_RUHONDO,BUSOGO_ISAE,MUKINGO,RUHENGERI_AERO,KINIGI,NYAKINAMA,MUSANZE,KARISOKE,NYANGE_MUSANZE,RWAZA,SHINGIRO,BUNGWE,BUTARO,KAGOGO,NTARUKA,KINONI,RUHUNDE,RWERERE_COLLINE,RWESERO,KARAMBO,BYUMBA_MET,MULINDI_USINE,KABEZA_NYAMIYAGA,RUHUNDA,GISHARI,RWAMAGANA,GIKORO,MUSHA,MWURIRE,NZIGE,MUREHE,GATUNDA,NYAKIGA_NYAGATARE,KAGITUMBA,NYAGATARE,RWEMPASHA,KARANGAZI,GASANGE,MUHURA,KABARORE,KIZIGURO,NGARAMA,NYAGAHANGA_CERAI,GABIRO,RWIMBOGO,GAHINI,KABARONDO,MURUNDI,KAYONZA,MWIRI,KAWANGIRE,RUKARA,RWINKWAVU,AKAGERA,NDEGO,GAHARA,RUSUMO_BGM,KIREHE,MPANGA,MUSAZA,NYAMUGALI_KIREHE,BUKORA,NYARUBUYE,GAHORORO,MBUYE,JARAMA,KIBUNGO_KAZO,BARE,MUTENDERI,RUKIRA,RUKUMBERI,SAKE,ZAZA,KARAMA_KILIMBI,KARUTETE,KARAMA_ISAR,NYAMATA,RUHUHA,JURU
LON,30.05554,30.03333,30.06,30.05,30.06,30.06,30.08,30.08,30.16,30.07111,30.13278,30.21,30.11,29.75,29.75,29.76,29.91,29.63,29.86,29.65,29.88,29.86,29.75,29.7,29.85,29.91,29.76,29.51,29.6,29.55,29.46,29.56,29.5,29.46,29.55,29.43,29.51,29.68,29.71,29.64,29.63,29.65,29.6,29.76,29.7,29.45,29.38,29.6,29.55,29.53,29.38,29.48185,29.53,29.43,29.58,29.45,29.46,29.45,29.7,29.71,29.65,29.95,29.91,29.9,29.86,29.85,29.86,29.83,29.81,29.85,29.68,29.86,29.8,29.8,29.68,29.78,29.7,29.66,29.68,29.78,29.66,29.78,29.8,29.91,29.85,29.94,29.85,29.88,29.83,29.35,29.35,29.29194,29.3,29.31,29.3,29.56,29.41047,29.5,29.48019,29.35,29.3,29.36242,29.47938,29.30694,29.4,29.38365,29.38333,29.3,29.3977,29.35,29.34514,29.31,29.25985,29.35,29.31,29.28,29.42374,29.45,29.46,29.51,29.51,29.61,29.63306,29.6,30.55293,29.63194,29.58,29.52,29.00639,28.95642,28.91,28.93,29,28.9,28.89019,28.93214,29.02669,29.08,29.04478,29.2,29.20117,29.08,29.15,29.13669,29.03,29.03,29.22428,29.18,29.05,29.00594,29.03,29.91,30,30.05,30.05,29.93,29.96,29.94833,29.94778,29.68,29.67,29.78,29.88,29.88,29.87,29.78,29.81,29.85726,29.85,29.85,29.75,29.55,29.56,29.61,29.59419,29.63,29.58,29.5,29.51,29.68,29.5,29.96,29.83,29.76,29.75,29.71,29.93,29.88,30.16,30.23,30.05,30.05,30.05,30.43,30.42961,30.43,30.33,30.3327,30.4046,30.34012,30.26,30.21,30.3,30.45,30.31,30.15,30.38944,30.29,30.23,30.38,30.28,30.23,30.21,30.4,30.44,30.50751,30.5575,30.54625,30.5,30.57677,30.43,30.48,30.605,30.66,30.71153,30.50404,30.73,30.66,30.79871,30.62915,30.74958,30.78613,30.75319,30.5,30.4,30.37914,30.5,30.45,30.48,30.58,30.35,30.39029,30.43251,30.28,30.25,30.26,30.45,30.01,30.19
MONTHLY/LAT,-1.955597,-2.016667,-1.93,-1.96,-1.96,-1.95,-1.95,-1.96,-1.92,-1.890556,-1.965,-2,-1.98,-2.35,-2.366667,-2.35,-2.28,-2.33,-2.46,-2.35,-2.48,-2.48,-2.7,-2.73,-2.71,-2.46,-2.55,-2.78,-2.73,-2.65,-2.76,-2.56,-2.68,-2.65,-2.68,-2.7,-2.55,-2.65,-2.6,-2.6,-2.46,-2.46,-2.51,-2.46,-2.52,-2.43,-2.38,-2.43,-2.48,-2.48,-2.36,-2.514158,-2.33,-2.55,-2.36,-2.36,-2.36,-2.5,-2.21,-2.16,-2.21,-2.21,-2.2,-2.15,-2.15,-2.11,-2.13,-2.18,-2.15,-2.15,-2.15528,-2.18,-2.23,-2.05,-1.83,-1.9,-2,-1.73,-1.76,-2.08,-1.95,-2.13,-2.08,-2.1,-1.9,-2.11,-2.05,-2.05,-2.08,-2.05,-2.06,-2.155167,-2.18,-2.13,-2.11,-2.18,-2.0672,-2.13,-2.056472,-2.25,-2.28,-2.241972,-2.09678,-1.903333,-1.95,-1.95,-1.916667,-1.78,-2.016467,-1.56,-1.604867,-1.62,-1.67608,-1.7,-1.7,-1.68,-1.626994,-1.6,-1.6,-1.58,-1.68,-1.61,-1.9475,-1.75,-1.770633,-1.94778,-2.05,-1.91,-2.691389,-2.573806,-2.46,-2.48,-2.6,-2.5,-2.537361,-2.418833,-2.563722,-2.45,-2.446222,-2.4,-2.407028,-2.34,-2.3,-2.318444,-2.5,-2.51,-2.256861,-2.3,-2.43,-2.409639,-2.41,-1.71,-1.76,-1.81,-1.8,-1.63,-1.63,-1.62194,-1.61,-1.56,-1.68,-1.73,-1.7,-1.78,-1.72,-1.6,-1.81,-1.727652,-1.75,-1.75,-1.53,-1.56,-1.53,-1.48,-1.440278,-1.55,-1.5,-1.5,-1.46,-1.53,-1.5,-1.5,-1.41,-1.55,-1.46,-1.43,-1.6,-1.53,-1.8,-1.8,-1.6,-1.48,-1.43,-1.9,-1.913807,-1.93,-1.91,-1.931578,-1.97656,-2.02628,-2,-1.36,-1.218333,-1.05,-1.28,-1.36,-1.428889,-1.8,-1.52,-1.62,-1.63,-1.58,-1.61,-1.55,-1.63,-1.847942,-2.01056,-1.704987,-1.9,-1.880582,-1.81,-1.8,-1.972123,-1.93,-2.014543,-2.334903,-2.26,-2.26,-2.16765,-2.3314,-2.285803,-2.30871,-2.18378,-2.16,-2.25,-2.277985,-2.15,-2.3,-2.26,-2.21,-2.18,-2.225327,-2.155898,-2.26,-2.21,-2.25,-2.15,-2.35,-2.1
198301,27.25161,27.52742,27.38452,27.25161,27.48065,27.48065,27.48065,27.48065,27.2929,26.64581,27.75871,28.30065,27.5471,26.65387,26.65387,25.28129,29.17161,25.19,30.12452,24.75839,29.23032,30.12452,27.26161,27.05032,29.20387,30.04935,26.80323,24.24452,26.09548,25.60548,23.04871,24.46065,25.23194,24.13194,25.60548,22.49452,24.02774,26.91871,25.99839,24.7729,24.95161,25.43452,24.61903,27.37323,25.52516,23.33742,22.32097,24.45194,24.29548,24.13452,22.32097,23.68968,24.06129,23.43645,24.29161,23.9,23.52516,23.37387,25.40581,25.82194,25.31806,28.65903,28.11484,26.41484,25.95968,25.62968,25.95968,25.52387,25.21065,25.95968,26.22258,26.07742,26.23742,25.04581,26.3429,26.03581,25.99516,26.65903,25.82064,25.12161,25.92839,25.04258,25.04581,26.66742,26.83129,26.66742,25.87355,26.05968,25.04581,27.3229,27.3229,27.49323,27.40161,25.99,27.68097,24.42161,27.07516,23.19581,22.20677,21.43226,24.13645,21.43226,23.69129,24.23258,23.9571,23.9571,23.78226,27.07968,26.05516,23.81161,23.30516,24.23032,27.07097,23.97581,25.41258,25.88065,21.63903,21.63903,21.12387,20.35097,20.63065,23.66,24.24226,23.05452,27.56548,24.24226,23.40839,20.51065,30.33968,24.91129,26.6071,26.6071,25.5129,26.24,25.67645,25.64613,24.89097,25.67677,25.67677,24.60226,24.60226,24.95613,24.98194,25.13903,23.96742,23.96742,27.02548,24.91419,25.67677,26.50968,25.89194,23.47935,23.27,24.03871,24.03871,22.57065,21.84613,21.84613,21.84613,26.28484,27.09452,25.72032,23.90323,24.58774,24.70581,24.42258,26.73645,25.03226,25.20548,25.20548,24.11806,22.25452,21.30323,23.95452,21.68516,25.41903,23.51065,18.17452,19.16161,26.11903,18.17452,21.24839,23.94548,25.07387,24.05452,22.22032,22.57065,21.57935,26.89,26.64742,22.30452,23.48387,23.58903,28.21032,28.21032,28.21032,27.98839,27.83581,27.23161,26.6,28.32968,26.65548,27.14387,28.18355,26.92419,24.72484,27.20516,27.51065,26.10452,27.9471,26.30968,25.7171,25.49581,27.63387,27.51903,27.94097,27.11935,27.78677,28.17871,27.28323,28.09226,27.78,25.80323,27.12161,28.36097,29.1329,25.56935,26.22065,25.63355,25.53613,26.25548,28.65968,25.75645,26.94387,29.2271,29.03452,27.63226,28.10613,28.47161,25.64903,29.72226,29.81226,28.04194,29.2029,29.5571,29.2029,28.04194,30,28.32226
198302,28.39929,28.62571,28.53071,28.39929,28.60964,28.60964,28.60964,28.60964,28.39679,27.82214,28.71571,29.6525,28.52036,27.2525,27.2525,26.23071,29.56107,26.62179,29.99071,25.715,29.345,29.99071,27.72357,27.66393,29.29071,30.02821,27.34571,24.92536,26.55679,26.17286,23.82464,25.16786,25.72393,24.79536,26.17286,23.27571,24.67929,27.27393,26.57179,25.38357,25.77321,26.67,25.35357,27.86214,26.56321,23.79607,22.92286,25.58321,25.00714,24.82643,22.92286,24.29893,25.01036,23.99143,25.81893,23.63321,24.07929,23.9275,26.80357,26.79143,26.68893,29.17786,28.69571,27.43679,27.03607,26.6925,27.03607,26.57536,26.315,27.03607,27.57179,27.11536,27.13321,26.19286,27.48679,27.235,27.15821,27.90714,27.06393,26.22286,27.2725,26.15714,26.19286,27.7225,28.02786,27.7225,26.97893,27.15536,26.19286,27.88714,27.88714,27.95893,27.88107,26.59429,28.11036,25.30714,27.66857,24.23964,23.57036,22.29286,24.66,22.29286,24.50143,25.75536,25.24929,25.24929,25.12393,27.70321,26.75179,25.29821,24.70571,25.74929,28.15393,25.37393,26.70714,27.11,22.83321,22.83321,22.25357,21.35429,22.27679,25.115,25.45964,24.475,28.38321,25.45964,25.12321,22.60714,31.34,25.78393,27.6,27.6,26.37143,27.20893,26.63929,26.58964,25.68679,26.49607,26.49607,25.09071,25.09071,25.69929,25.69429,25.81179,24.73643,24.73643,27.24964,25.61286,26.49607,27.47214,26.79143,24.62643,24.36393,25.21964,25.21964,23.95179,23.11107,23.11107,23.11107,28.6275,28.45143,26.98,25.12607,25.81393,25.9725,25.91714,27.94214,26.28143,26.41143,26.41143,26.02429,23.44571,22.24321,25.61893,22.71821,27.52429,25.065,18.32429,19.56107,28.42714,18.32429,22.10929,25.75929,26.48143,25.90107,23.38179,23.95179,23.09107,28.1975,27.84929,23.55643,24.9975,25.12607,29.27321,29.27321,29.27321,28.84929,28.59857,28.15607,27.41643,29.57786,28.23893,28.73857,29.66571,28.53536,26.23679,28.85036,28.55714,27.5475,29.36286,27.72821,27.09286,26.86286,29.12643,28.83357,28.90929,27.9475,28.81786,29.2675,27.98,29.01714,28.755,25.145,28.1475,29.64,30.98286,25.7025,26.64464,25.79679,25.83857,26.73643,29.78,26.01679,27.83929,31.02143,30.9575,28.74,29.54964,29.94964,26.05071,31.715,31.39464,29.3075,30.36,30.71929,30.36,29.3075,30.19893,29.62571
198303,27.20645,27.4229,27.23516,27.20645,27.27613,27.27613,27.27613,27.27613,26.83677,26.60871,27.14194,27.69097,27.17871,26.53484,26.53484,25.35839,28.62806,25.54258,29.35581,24.87387,28.59742,29.35581,27.0529,26.90581,28.60935,29.27968,26.59194,24.7,26.15613,25.89935,23.61645,24.83194,25.53258,24.60452,25.89935,23.10032,24.45387,26.84161,25.90161,24.87,25.23194,25.5371,24.84903,27.09871,25.59032,23.71,22.86903,25.00613,24.69548,24.5871,22.86903,24.16548,24.55323,23.93065,25.19194,23.5729,23.90065,23.87226,25.85774,25.99194,25.78323,28.27839,27.8529,26.5771,26.13355,25.96419,26.13355,25.79129,25.56226,26.13355,26.35226,26.18452,26.35516,25.68839,27.63161,26.99935,26.9529,28.23,27.07839,25.7529,26.6171,25.43323,25.68839,26.8129,27.82581,26.8129,26.43935,26.36839,25.68839,28.12,28.12,28.28129,28.10903,26.50097,28.54387,24.48097,27.74516,23.21742,22.24516,21.59032,24.42129,21.59032,23.73065,24.46355,24.69968,24.69968,24.50355,28.24935,26.65548,24.41258,23.92903,24.94742,27.86871,24.64,26.17323,26.64032,22.09065,22.09065,21.51129,20.70742,21.03968,24.31129,24.84032,23.35968,26.16742,24.84032,23.71806,21.1471,31.02484,25.94645,27.78226,27.78226,26.39871,27.42226,26.98774,26.68355,25.64,26.31258,26.31258,24.69742,24.69742,25.18323,24.93387,25.07419,24.72774,24.72774,27.74742,24.88032,26.31258,27.41161,26.67452,23.99484,23.52258,24.21258,24.21258,23.15226,22.31419,22.31419,22.31419,27.91032,28.70645,26.85484,24.56452,25.21742,25.35581,25.26226,27.75903,25.73548,25.91742,25.91742,25.21677,22.55548,21.25323,24.66806,21.62935,26.73677,24.13516,19.0329,20.0929,27.66774,19.0329,21.24355,24.80903,26.08613,24.99839,22.2271,23.15226,22.2971,26.64645,26.12194,22.64613,24.04903,24.17903,26.99742,26.99742,26.99742,26.71419,26.48613,25.98194,25.3529,27.52742,26.67065,27.08065,27.70065,26.89355,24.91097,27.14677,26.62226,26.00097,27.54194,26.07129,25.56097,25.30968,27.2629,26.8471,26.60161,25.81581,26.60355,26.9871,25.77645,26.9029,26.52323,23.56387,25.63516,26.94871,29.01871,23.88452,24.83484,23.77129,24.23968,24.84032,27.62387,23.99903,25.91806,28.95355,29.12387,26.6671,27.68161,27.94677,24.33387,29.55097,29.74613,27.18742,28.78032,29.00677,28.78032,27.18742,29.30387,27.88452
198304,26.50033,26.70633,26.44067,26.50033,26.566,26.566,26.566,26.566,26.16067,25.63367,26.36867,26.62733,26.46567,25.71533,25.71533,24.56267,28.064,24.67567,28.84967,23.95633,28.18133,28.84967,26.39433,26.615,28.37,29.06667,25.58133,23.89967,25.541,25.204,22.60533,23.80833,24.841,23.63567,25.204,22.059,23.408,26.196,25.04033,23.898,24.158,24.636,23.76233,26.28367,24.713,22.645,21.403,23.74467,23.65733,23.56167,21.403,23.09567,23.67833,22.844,23.74567,23.10767,22.879,22.77133,25.27933,25.37267,25.17033,27.54267,27.118,25.82033,25.425,25.14967,25.425,25.028,24.804,25.425,26.575,25.444,25.60533,24.709,26.94667,25.99,26.181,27.85033,26.543,24.80067,26.47867,24.66933,24.709,26.08367,26.74033,26.08367,25.524,25.607,24.709,28.39667,28.39667,28.38833,28.20633,26.57967,28.66933,24.319,28.00333,23.116,22.76733,20.694,24.124,20.694,23.77,25.18833,24.76467,24.76467,24.456,27.537,26.91533,23.59433,23.18833,24.35233,27.637,24.02233,25.60167,26.152,21.09467,21.09467,20.43767,19.226,19.49833,23.28133,24.154,22.10233,26.019,24.154,23.87167,20.741,30.701,26.10233,27.479,27.479,26.47133,27.24333,26.98733,26.451,25.735,26.172,26.172,24.69167,24.69167,24.94167,24.36367,24.56033,24.88167,24.88167,27.426,24.307,26.172,27.00733,26.393,22.90167,22.40033,22.87733,22.87733,22.072,21.25267,21.25267,21.25267,27.14233,27.975,26.08267,23.55867,24.15967,24.375,24.49933,27.07833,24.731,24.90167,24.90167,24.74533,21.57833,20.24233,23.762,20.60267,25.916,23.19333,18.25567,18.738,26.91067,18.25567,21.20533,24.37133,26.13,24.62233,21.282,22.072,21.31333,25.74833,25.154,21.43967,23.238,23.46633,26.45933,26.45933,26.45933,26.39133,26.353,25.233,24.59833,26.60767,26.92233,27.351,28.219,27.01233,24.13233,27.244,25.807,25.718,26.98433,25.235,25.09,24.33067,27.41567,26.62967,26.19967,25.293,26.18367,26.42167,25.353,26.18867,26.16833,23.424,25.58333,26.11167,28.18633,23.75233,24.586,23.49767,24.073,22.00867,27.1,23.37233,25.441,28.08967,28.25067,26.07033,26.99767,27.23,24.10933,28.56433,28.74767,26.51167,27.837,27.97867,27.837,26.51167,28.73433,26.98567
198305,27.26387,27.50774,27.16742,27.26387,27.33097,27.33097,27.33097,27.33097,27.07097,26.42226,27.29355,27.59484,27.31194,26.33129,26.33129,25.02871,28.70323,25.5471,29.56935,24.54355,29.9171,29.56935,27.32258,28.41645,29.79774,29.19355,26.4329,24.06,26.31839,25.08,22.45355,23.80129,24.61936,23.51387,25.08,21.84742,23.37774,27.37742,25.93613,23.97871,24.60903,25.53226,23.87355,27.59097,25.58419,22.60742,21.38516,24.11968,23.69,23.54032,21.38516,23.04968,23.73161,22.76806,24.38,22.65194,22.89645,22.71194,25.78452,25.70581,25.6471,28.35839,27.83548,26.4271,26.08129,25.68903,26.08129,25.53516,25.27935,26.08129,27.01806,26.11613,26.04871,25.13065,26.27,26.4429,26.19323,27.03129,25.99226,25.16194,26.1929,25.10645,25.13065,26.75806,27.33097,26.75806,26.01903,26.23581,25.13065,28.43323,28.43323,28.44097,28.2471,26.64968,28.73161,23.92839,27.85742,22.43677,22.26484,20.58839,23.82645,20.58839,23.27226,25.42419,24.08064,24.08064,24.59129,27.20129,26.62194,23.48516,23.08226,24.43548,27.98161,24.1171,25.82387,26.42548,20.67065,20.67065,19.92161,18.79677,19.51839,23.14839,24.83194,22.52677,26.50742,24.83194,23.49097,21.84065,30.45,26.31323,27.85484,27.85484,26.63677,27.57065,27.27613,26.87774,25.94581,26.45484,26.45484,24.83774,24.83774,25.46323,25.22806,25.35645,25.18,25.18,27.00516,25.09613,26.45484,27.40935,26.76194,23.0929,22.76161,23.62323,23.62323,22.45355,21.29613,21.29613,21.29613,28.13935,27.40097,25.78871,23.6,24.52613,24.61839,24.72258,26.85903,25.12839,25.31548,25.31548,24.66129,21.23903,19.56516,23.8471,19.98581,26.57839,23.20613,18.35645,18.9629,27.78387,18.35645,20.52355,24.0629,25.67839,24.32548,20.73484,22.45355,21.61548,26.56968,26.09581,21.68032,23.51613,23.67742,27.24968,27.24968,27.24968,27.05323,26.91968,26.37871,25.87258,27.51452,27.37161,27.92387,28.63935,27.48226,24.76581,27.77871,26.84742,26.25516,27.80387,25.84097,25.65581,24.93935,27.97387,27.33161,26.94323,26.08194,26.91677,27.24258,26.00387,27.14742,26.85806,24.44806,26.38387,27.19871,29.25806,24.45161,25.36129,24.35419,24.74097,22.49742,28.28161,24.18226,26.21387,29.15129,29.27323,26.91613,27.93032,28.21161,24.74774,29.64645,29.84548,27.39806,28.75065,28.93258,28.75065,27.39806,29.35968,27.70742
198306,27.04833,27.41167,27.10933,27.04833,27.234,27.234,27.234,27.234,26.84933,26.277,27.46533,27.89367,27.31867,26.584,26.584,25.249,29.01267,25.54167,29.804,24.681,29.175,29.804,26.99,27.063,29.12167,30.01233,26.54833,23.878,25.719,25.12833,22.67133,23.96267,24.63933,23.55067,25.12833,22.153,23.41167,26.52767,25.77733,24.428,24.848,25.744,24.199,27.401,25.84067,22.28233,21.21967,24.451,23.791,23.54067,21.21967,22.95167,23.57267,22.60067,24.64433,22.00433,22.58867,22.51667,25.86167,25.608,25.66367,28.298,27.78433,26.27067,25.88467,25.441,25.88467,25.33667,25.04767,25.88467,26.293,25.98933,25.988,24.808,26.68533,26.02433,25.88967,27.256,26.28067,24.868,26.191,24.87033,24.808,26.572,26.678,26.572,25.685,25.94933,24.808,28.24667,28.24667,28.30933,28.08133,26.04633,27.51833,23.762,27.92233,22.18233,21.28167,22.25167,23.40133,22.25167,22.972,24.129,24.16133,24.16133,23.92033,27.56967,26.55733,22.749,22.44933,23.681,26.96367,23.48567,25.09533,25.627,20.28167,20.28167,19.63533,18.40933,19.64833,23.02433,24.46233,22.43767,26.85633,24.46233,22.74067,20.53267,30.73367,26.00967,27.25667,27.25667,26.419,27.056,26.798,26.212,25.69,26.03267,26.03267,24.52,24.52,24.891,24.50467,24.738,24.80033,24.80033,27.17267,24.34833,26.03267,26.74933,26.16633,23.18867,22.85833,23.51933,23.51933,22.095,21.31267,21.31267,21.31267,27.15467,27.24167,25.932,23.71533,24.40367,24.56467,24.36933,26.64433,24.96433,25.123,25.123,24.59867,20.963,19.487,23.32033,19.91667,25.73467,22.74967,17.87133,18.27,26.811,17.87133,21.19567,24.00067,25.642,24.33133,20.66733,22.095,21.10267,26.93033,26.09,21.715,23.415,23.61867,27.018,27.018,27.018,26.52567,26.18833,26.21933,25.42867,27.67133,27.49,27.83167,28.49533,27.41267,24.51833,27.79867,26.79667,26.27067,27.786,26.09533,25.688,25.15767,27.977,27.374,26.479,26.82167,27.06433,27.00467,26.07033,27.21533,26.31767,25.439,27.42,27.66,29.39533,25.691,26.35033,25.28867,25.859,24.15867,28.72967,23.181,26.91067,29.273,29.27633,27.44867,28.33367,28.54533,25.79467,29.494,29.683,27.818,29.3,29.466,29.3,27.818,29.98167,28.19533
198307,27.14097,27.44935,27.19968,27.14097,27.39516,27.39516,27.39516,27.39516,27.07903,26.41581,27.65839,27.94839,27.46548,25.94258,25.94258,24.87355,28.99032,24.13129,29.26903,23.8671,29.84742,29.26903,28.02871,27.44806,29.87323,30.19742,26.01839,24.06806,26.25226,25.19032,22.60903,24.01387,24.83839,23.5371,25.19032,21.96097,23.36806,27.01452,25.45129,24.34355,25.06516,24.61194,24.93355,26.69097,25.26452,23.02452,21.56935,24.15645,23.85,22.63,21.56935,22.77806,22.55548,22.89742,22.97065,23.11161,22.70871,22.84161,25.28452,25.19419,25.23097,27.78806,27.41129,26.09194,25.60355,25.30452,25.60355,24.93387,24.73548,25.60355,25.72129,25.66065,25.85677,25.32,26.89258,25.77742,26.69677,27.01452,24.98677,25.61065,26.88581,24.33774,25.32,26.43935,27.00065,26.43935,25.80032,25.69806,25.32,27.49355,27.49355,27.76194,27.51161,26.08419,27.99548,23.54387,27.55032,22.08935,22.24742,19.80645,23.21161,19.80645,22.96387,23.52968,21.28936,21.28936,20.64355,27.60226,26.53,22.1371,20.37258,22.03065,26.90065,21.40774,23.28,24.34774,18.10161,18.10161,17.42129,16.37226,17.37452,21.00387,20.57,17.18419,27.06935,20.57,23.19258,17.03484,31.1871,26.36323,27.09,27.09,26.92032,27.26774,27.05,26.12065,26.74871,25.74323,25.74323,27.46839,27.46839,25.9071,26.18935,26.34032,26.81677,26.81677,26.90129,26.08258,25.74323,27.38935,26.75935,23.42871,22.74968,23.3729,23.3729,21.16194,20.5371,20.5371,20.5371,25.04677,26.43323,26.21323,23.39,26.27871,27.09355,23.64484,28.76548,26.75226,25.81871,25.81871,25.02161,19.10097,17.77516,23.8229,19.60903,24.03903,21.76065,16.44419,16.56032,25.04581,16.44419,18.62484,24.81871,26.99161,25.36645,20.06903,21.16194,20.34161,27.01,26.11452,22.97129,23.51871,23.74613,26.97194,26.97194,26.97194,26.75871,26.43903,26.29903,25.42484,27.77677,27.51581,27.82935,28.76129,27.45161,25.15871,27.81,26.86871,26.46645,27.41903,26.41419,26.1929,25.7129,28.05516,27.37548,26.84419,27.31484,27.32548,27.00806,26.64194,27.40903,26.92548,26.09355,28.29387,28.29226,28.96903,26.64194,27.03129,24.91516,26.59484,25.54871,28.82968,24.91677,28.50129,28.94839,28.80968,28.12903,28.23839,28.55871,26.94258,29.09355,29.21387,28.76032,29.08677,29.28936,29.08677,28.76032,29.77677,28.36355
