Stations,RUBUNGORAB,KABUYESW,BUTAMWA,MULINDI,RWESERO,RUKOZO,RUTONGO,CYINZUZI,MUGAMBAZI,RUSIGA,BUTARO,KINONI,NTARUKA,KAGOGO,RUHUNDE,SHINGIRO,NYANGEKABEZA,KINIGI,REMERA,NEMBAPAROISSE,CYABINGO,MINAZI,MUYONGWE,JANJA,RUSHASHI,RULI,GACURABWENGE,MUGINA,KAYENZI,NYABINONI,RUGENDABARI,KIVUMU,KIBANGU,NYAMABUYE,MWENDO,GITWE,KIGOMA,KINAZI,RURANGAZI,NYAMIYAGAPAROISSE,BUSASAMANANYANZA,KARAMAGAHORORO,KIGOMA,SIMBI,NYAKIBANDA,RUBONA,GIKONKO,CYILI,MUKINDO,GAKOMA,SAVE,KANSI,KIGEMBE,CYAHINDA,RUNYOMBYI,KIBEHO,MUDASOMWATARESECTOR,GATARE,BURUHUKIRO,MUSHUBIPAROISSE,KADUHASECTOR,CYANIKAKUISHURI,KIGEMEKUISHURI,KITABITEA,NYAMATAPAROISSE,RUHUHA,JURU,KARAMA,GISHALI,MWULIRE,NZIGE,RWAMAGANA,MUSHA,KABARONDO,GAHINI,MWIRI,MUKARANGE,RWINKWAVU,NDEGO,MURUNDI,KIZIGURO,RWIMBOGO,GABIRO,GASANGE,NYAGAHANGA,NGARAMA,KABARORE,MUHURA,NYAKIGAKARAMA,KAGITUMBAGARDENFRESH,GATUNDA,MUTENDERI,SAKE,ZAZA,JARAMA,KIREHE,MUSAZA,NYAMUGALI,NYARUBUYE,MPANGA,GAHARA,MURAMBA,GATUMBA,KABAYA,MUHANDARUBAYA,NYANGE,SOVU,NYUNDO,RYABIZIGE,BUSASAMANA,KANAMA,RUGABANO,GISHYITA,RUGABANOTEA,TWUMBA,MUSHUBATI,GIHANGO,BONEZA,MURUNDAPAROISSE,RUGERA,RWANKERI,BIGOGWE,NYAMASHEKE,NTENDEZI,CYATO,KIRIMBI,KANJONGO,SHANGI,NKANKA,NYAKABUYE,MURURU,MIBIRIZI,GITEGA,KIGALIAERO,GIKONGOROMET,BYIMANA,RUBENGERAMET,GISENYIAERO,KAMEMBEAERO,BUSOGOISAE,RUHENGERIAERO,BYUMBAMET,NYAGATARE,KAWANGIRE,KIBUNGOKAZO,BUGARAMARIZ
200311,15.69167,16.38767,15.60333,12.801,15.732,12.59433,14.21567,13.10767,14.21567,12.59433,11.787,10.25233,12.11867,12.257,12.41533,7.74333,7.78033,9.97967,12.346,12.01,13.467,13.73,12.50333,14.75467,12.731,16.02667,14.75833,14.75833,15.52933,14.302,14.98067,13.334,14.787,13.419,15.886,13.91833,13.829,14.43833,15.638,12.89933,14.81133,12.35033,13.98433,15.045,14.26767,13.83167,12.89933,12.70867,12.815,13.71067,14.82867,14.60433,14.57033,13.483,11.912,13.12967,10.95,11.462,10.99033,12.97733,13.84633,14.66467,12.958,10.85733,14.995,14.03833,14.977,14.94033,15.65833,15.87,16.893,15.65833,17.15767,16.082,16.13367,16.20833,15.645,16.22367,15.98333,15.355,14.16167,15.775,15.966,14.99667,13.17667,13.75533,15.631,13.89733,14.91933,15.268,14.63567,15.115,14.73433,14.995,14.99067,16.05267,16.14633,16.72,16.91233,16.935,15.26167,13.467,13.066,15.721,13.066,13.231,9.97233,12.586,12.34767,11.20533,11.69833,13.24333,15.435,13.46267,10.99267,16.198,12.42433,13.532,13.21967,11.06233,8.17233,9.88033,13.87,12.60233,11.10833,14.33833,13.71733,15.08433,14.25767,12.061,13.618,12.28767,16.00733,15.81,13.377,14.25433,16.03867,15.73267,15.60367,9.85167,11.62167,13.20633,15.04867,15.25,15.18733,18.951
200312,16.16742,15.87806,15.87387,13.81032,16.55129,12.51935,14.40258,13.42387,14.40258,12.51935,11.76613,10.77065,12.02097,12.19516,12.58,8.12032,8.81613,10.1571,12.18548,12.71645,13.31097,13.4871,12.79097,15.0271,12.95677,13.55387,14.91097,14.91097,15.13484,15.31161,15.44935,13.79613,14.20935,14.10065,16.48323,14.77484,14.66161,14.85452,15.83419,13.09903,15.76774,12.94548,14.81,15.67645,14.22903,14.52258,13.09903,12.71968,12.77452,13.40097,15.47129,14.57968,14.69903,13.45419,12.15032,13.0171,11.17548,11.76484,10.43387,13.00097,14.94774,15.28484,13.02323,11.04097,15.79065,13.84645,15.57839,15.37581,16.00161,16.11419,16.84774,16.00161,16.68065,16.24581,16.33516,16.40839,16.00516,16.47613,16.2071,16.04065,16.86226,16.82806,17.1671,15.90871,15.60387,16.58258,17.09839,16.62742,15.91645,16.39,16.10452,15.65129,15.25258,15.79065,15.41903,16.27129,16.35194,16.79323,16.95323,16.97032,15.59226,13.31097,15.06,15.97548,15.06,14.09258,14.11742,13.46677,12.9371,11.96323,12.53516,13.7571,14.98548,14.02774,15.43097,16.34323,14.89032,15.76742,15.41581,12.2429,9.4329,10.48903,13.93839,12.83226,12.2329,13.7371,13.71903,14.99194,14.22387,12.13903,14.00161,12.61548,16.25387,16.21935,13.37258,14.90806,16.82,15.50903,15.67871,10.54129,11.33484,13.34452,15.80677,16.24968,15.89968,18.64161
200401,15.62968,16.58806,15.52968,12.78774,15.58355,12.69258,14.41903,13.27129,14.41903,12.69258,11.25516,10.9929,11.43903,11.48903,12.47065,8.71258,9.40903,10.40742,11.43355,12.6471,12.78,13.94032,12.76871,15.91645,12.97484,13.84097,14.34839,14.34839,15.71516,15.86452,14.66097,12.65903,14.67613,12.65,14.38677,14.01258,13.84226,14.32581,15.54065,13.39742,15.07226,12.94581,14.49903,15.22548,14.02677,14.15161,13.39742,13.30226,13.41097,13.92194,15.04194,14.29129,14.35484,13.29355,12.04226,12.92613,11.00548,11.58581,10.61548,12.79452,14.27452,14.71194,12.89065,10.88645,15.09903,14.20548,14.88355,15.60935,16.16129,16.57,13.88613,16.16129,16.74,15.47032,17.01935,17.21903,16.06484,16.76226,15.75161,14.60968,13.00452,16.35839,16.54097,14.62903,12.45387,12.66419,15.90194,13.29935,16.4071,15.58484,15.67129,14.44581,13.72484,15.09903,13.88935,16.31806,16.60645,16.14742,16.30935,16.40194,14.03484,12.78,14.17484,16.1071,14.17484,12.89452,13.04,12.82903,12.77484,11.86226,12.14613,11.83032,14.69452,12.40645,9.87258,15.6229,13.86935,14.41548,14.90613,11.62548,9.53516,10.25742,13.76323,13.08645,10.74355,13.78839,13.70194,15.09484,14.20097,11.80581,13.50548,12.00839,16.12387,15.86581,13.57677,14.20968,15.91516,15.52774,15.49871,10.04484,10.90484,13.00097,16.79258,14.8571,14.77323,18.29968
200402,16.20655,16.44483,15.64345,13.64138,16.75207,11.51897,14.27241,13.13241,14.27241,11.51897,11.46793,10.9069,11.75034,11.74103,11.56931,8.3269,9.02793,10.27,11.79414,12.54655,13.37724,13.87966,12.56931,15.51,12.79897,13.7831,14.2969,14.2969,15.78621,15.65483,14.56138,12.64793,14.63103,12.6769,14.5731,14.21207,13.99966,14.37931,15.33897,13.28379,15.11241,12.8369,14.3769,15.16,13.98138,14.16172,13.28379,13.10931,13.26655,13.61103,14.9031,14.20172,14.44759,13.19483,11.79966,12.78586,10.77172,11.40759,9.94724,12.43517,14.09,14.6469,12.76793,10.65069,15.57621,14.05172,15.11,16.23069,15.69793,15.90793,12.9,15.69793,16.70448,15.3631,16.19862,16.29448,15.60897,15.99793,15.69759,15.44966,16.80103,16.82655,17.41552,15.81448,15.39034,16.72759,17.12517,16.86724,17.17586,17.01379,17.07172,15.02103,14.69207,15.57621,14.71724,15.84379,16.03724,16.80345,17.11552,17.12448,14.80345,13.37724,14.06241,15.68,14.06241,12.72793,13.01586,13.17276,12.87793,11.92931,12.41862,11.74069,14.72931,12.31655,10.27034,15.64517,13.93138,14.48759,14.93621,11.94517,9.48241,10.37276,13.56207,12.79552,10.59966,13.69,13.33621,14.83586,13.94586,11.70483,13.4369,11.98172,16.18414,15.94724,13.43241,14.37034,15.92414,15.45172,15.27207,10.39345,11.2531,12.81207,17.15586,16.29172,15.16897,18.16586
200403,15.46226,15.12355,16.09484,13.09806,14.70065,12.62097,13.39645,12.67419,13.39645,12.62097,11.67355,11.12645,12.00452,11.89613,12.35323,7.71452,8.75452,10.95032,11.97226,11.96161,13.54161,14.45258,12.73871,15.83097,13.0871,15.6,14.54258,14.54258,16.6729,15.11871,15.28226,13.01548,15.81806,12.97129,15.06645,14.63516,14.14613,14.89742,14.15065,13.68677,14.59742,13.32,14.21742,14.79,14.48516,14.41516,13.68677,13.51645,13.85839,13.85,15.30097,14.43129,14.63452,13.69226,12.33323,13.44839,11.36323,11.97,11.36581,13.01935,13.00065,14.26452,13.30613,11.25516,15.59452,14.79032,16.08129,16.60484,16.30516,16.70129,13.4729,16.30516,12.77742,15.82742,17.04645,17.20129,16.24516,16.89806,16.08613,15.21548,13.6571,15.43323,15.19065,14.94355,13.19065,13.4129,15.26645,13.03032,12.80871,14.72065,12.81258,15.06065,14.48323,15.59452,14.59097,16.55452,16.71774,17.80871,16.76129,16.5371,14.78323,13.54161,13.88,16.30935,13.88,14.04387,11.56258,13.73935,13.26194,12.26581,12.83871,13.78581,14.90677,13.94774,15.61452,16.25516,13.08484,13.89355,15.27097,11.26806,8.76194,10.59194,13.75129,12.88129,17.32645,13.91129,13.67387,15.08161,14.19548,11.8371,13.52516,12.05935,16.09387,16.18323,13.94065,14.71839,16.74387,16.28774,15.54645,9.97677,11.95032,13.29774,12.79677,14.76839,15.18258,18.59097
200404,15.80567,14.91033,16.04967,12.67767,15.09867,11.85867,12.94,12.39167,12.94,11.85867,11.88267,11.621,12.153,12.03333,11.66733,8.38967,9.43967,11.65833,12.11133,12.38233,13.57267,13.91433,11.87067,14.735,12.36,14.70567,14.836,14.836,15.64367,14.60267,14.99033,12.38333,15.03767,12.35,15.29233,14.96067,14.20733,15.05033,13.70233,14.882,14.619,13.45167,14.64667,14.66867,14.544,14.568,14.882,14.98733,15.15333,14.83833,15.122,14.23267,14.414,13.984,12.775,13.92067,11.74933,12.00533,12.04567,12.327,12.46167,14.506,13.21833,11.77467,15.92767,15.559,15.98333,16.366,16.99933,16.21167,14.24467,16.99933,13.787,16.64333,16.56367,16.40833,16.91933,16.668,16.34933,16.015,14.513,15.75233,15.72867,15.19067,13.658,14.295,15.738,14.15033,14.95933,15.50867,14.70933,14.47967,13.57833,15.92767,13.92867,17.20533,17.61333,15.20067,16.26533,15.506,14.15633,13.57267,13.42867,16.96067,13.42867,13.55133,10.853,12.73233,13.11633,12.146,12.31467,13.72733,15.42,13.694,11.14667,16.31133,13.12033,14.02033,14.08133,11.83067,9.52333,11.255,13.988,12.681,11.81233,14.57067,14.16367,15.15367,14.61067,12.325,13.682,12.48867,16.04967,16.31033,14.307,15.196,15.87567,16.23267,15.72467,10.70667,12.99667,13.39833,15.112,14.81933,14.97133,18.49867
200405,16.07032,15.52387,16.31774,13.4671,15.74968,12.39968,13.51226,12.85323,13.51226,12.39968,12.91774,12.38935,13.54677,13.20097,12.32645,8.89774,9.84806,12.11871,13.41355,12.84968,14.41258,14.72677,12.99161,15.97355,13.29968,15.89645,14.61548,14.61548,16.27516,15.67032,15.29516,12.76387,15.93516,12.64323,15.40935,15.37194,14.62968,15.12903,14.31871,14.37806,14.8029,13.92935,14.51097,14.95677,14.6171,14.73839,14.37806,14.31194,14.4029,14.88129,15.58839,14.90871,14.80935,14.03419,13.12839,13.73968,12.28677,12.75,11.07677,12.79968,13.02935,14.55097,13.88226,12.13871,16.2229,15.08806,16.30581,16.62548,16.65613,17.07806,14.78935,16.65613,14.32387,16.58194,17.22226,17.3371,16.64387,17.22516,16.66355,16.0471,15.45,16.37613,16.62129,15.66613,14.48839,15.12548,16.34452,15.29032,15.84935,16.36806,15.69935,15.40032,15.21774,16.2229,15.29903,16.72484,16.94,17.85032,16.97258,16.85839,15.3471,14.41258,13.7429,16.63935,13.7429,14.05452,11.07581,13.47355,13.49452,12.57742,12.89581,13.81903,15.13774,14.06194,11.10032,16.37935,13.26935,13.99581,14.36806,12.26226,9.79516,11.08,14.00258,12.68226,12.12774,14.20677,14.06742,15.07871,14.60935,12.43194,14.31613,13.02419,16.41355,16.63323,14.4829,15.32968,16.86839,15.99677,16.00806,11.11677,13.67194,13.36871,15.87645,16.03968,15.8329,18.93452
200406,4.18967,4.03467,4.27133,3.516,4.07667,3.242,3.47333,3.27367,3.47333,3.242,3.153,2.933,3.23067,3.18833,3.228,2.05667,2.30433,2.827,3.20767,3.147,3.62267,3.75833,3.33633,4.14267,3.40333,4.07167,3.79,3.79,4.31533,3.96433,3.96,3.417,4.10933,3.445,3.798,3.712,3.66267,3.84867,3.77333,3.639,3.786,4.00667,3.82367,3.92567,4.42267,3.787,3.639,3.591,3.65033,4.19767,4.02367,4.455,4.60267,4.132,3.53467,4.02733,2.77067,2.99967,2.53867,3.47733,3.49267,3.80433,3.418,2.76033,4.262,3.87133,4.132,4.094,4.535,4.575,4.49933,4.535,4.477,4.539,4.74267,4.77367,4.52167,4.708,4.60333,4.349,3.96367,4.218,4.25333,4.14767,3.748,3.83567,4.14567,3.849,3.846,4.23333,3.825,4.28333,4.063,4.262,4.10067,4.59367,4.61967,4.90333,4.59733,4.619,4.22067,3.62267,3.378,4.57633,3.378,3.43533,2.482,3.61633,3.481,3.22533,3.389,3.44033,4.00733,3.53133,3.93067,4.26167,3.19867,3.611,3.71533,3.00733,2.358,2.77033,3.82767,3.60967,3.20367,3.70567,3.789,4.122,3.83,3.23333,3.71967,3.70567,4.296,4.341,3.601,3.71567,4.40067,4.31433,4.224,2.731,3.16433,3.42333,3.845,4.293,4.32233,5.72067
200407,5.07419,4.99806,5.28742,4.1829,4.89323,4.46097,4.47903,4.2429,4.47903,4.46097,3.79194,3.52871,3.93581,3.91161,4.38484,3.76,2.54484,3.36613,3.93,3.87968,4.17097,4.30516,3.92871,4.68258,3.98903,4.34226,4.63581,4.63581,4.6071,4.60387,4.70645,3.92226,4.70742,3.9229,4.49871,4.43548,4.38226,4.81935,4.47129,3.94484,4.41903,3.84,4.33581,4.4971,4.40194,4.38645,3.94484,3.82839,3.82935,3.95613,4.6929,4.38194,4.53581,4.08516,3.43613,3.88065,3.00935,3.2429,2.92581,4.17452,4.25355,4.43968,3.80258,2.96,5.17065,4.34516,5.16871,4.73935,5.54581,5.60871,5.60548,5.54581,5.40516,5.55226,5.68742,5.71452,5.52935,5.7,5.59452,5.23323,4.33194,4.75774,4.75935,4.94323,4.22419,4.17871,4.65645,4.18161,4.30742,4.76774,4.26,4.92968,5.13194,5.17065,4.81032,5.18548,5.20871,5.40484,5.65032,5.59645,4.91516,4.17097,3.74516,5.54677,3.74516,3.8329,4.61194,3.80516,3.84258,3.50129,3.60742,4.05387,4.77613,4.18,4.65935,5.13516,3.54,4.05129,3.86516,3.4671,2.56581,3.0371,4.00613,3.76548,3.49452,3.9529,4.04258,4.41677,4.18774,3.39484,3.92806,3.46,5.25581,5.36,4.13452,4.4371,5.33742,4.88903,4.58677,3.04355,3.84355,4.46097,4.33226,5.00968,5.26871,5.4129
200408,15.5971,15.34903,16.04,12.42903,14.78065,13.03968,13.49065,12.7071,13.49065,13.03968,11.77387,10.6571,12.32129,12.22742,12.65419,11.65032,7.63516,10.16387,12.38,11.7671,12.89677,12.91871,12.08032,13.69323,12.20968,13.02419,13.88871,13.88871,13.69839,13.52419,13.92677,11.48742,13.79032,11.80387,14.18548,14.03839,13.53032,14.48903,14.32645,12.6371,14.54452,12.44484,14.11097,14.77258,14.08677,14.20484,12.6371,12.26903,12.16452,12.34935,15.40355,13.89516,14.26903,13.15871,11.22419,12.46194,9.89774,10.74226,9.04516,12.73548,13.55839,14.57839,12.75,9.64,16.90774,13.74613,15.86677,16.25032,16.34968,16.32677,15.47548,16.34968,15.52387,17.06645,15.79097,15.49806,17.11032,16.60935,17.03774,15.84,12.62484,14.40548,14.3629,14.85452,12.31323,12.18355,14.01581,12.21258,13.27742,14.37742,12.91839,15.71581,15.1571,16.90774,15.23516,17.62387,16.80355,16.16226,16.75032,16.30839,15.29419,12.89677,12.07871,15.54581,12.07871,12.49871,9.01129,11.97839,11.96935,10.68419,10.93452,13.00065,13.91161,13.18935,15.66226,15.80774,11.71419,12.47903,12.67129,10.80968,7.78355,9.24355,13.19774,12.53516,10.87935,12.85935,13.35129,14.78161,13.9229,11.07806,12.93129,11.25484,16.21581,16.52839,13.39774,14.02452,15.57,15.04581,15.26548,9.66387,11.80742,13.42806,13.40613,15.10032,16.70871,17.53548
200409,15.21733,14.87167,15.778,12.32933,14.21133,11.72733,12.97967,12.05867,12.97967,11.72733,11.38067,10.35333,11.71433,11.66333,11.38067,7.06667,8.002,10.232,11.79467,11.346,12.76133,13.42833,12.333,14.20267,12.656,14.28633,13.959,13.959,15.31867,13.64333,14.27333,11.79233,14.07167,11.75967,14.341,13.768,13.49567,14.385,13.59,13.56533,13.86367,12.16233,13.40033,13.952,13.588,13.83633,13.56533,13.48067,13.723,13.60533,14.51667,13.57567,13.83833,12.75267,11.08367,12.12333,10.088,10.647,9.85767,12.37033,12.62233,13.62733,12.03367,9.95067,15.664,14.55833,15.098,15.27567,16.31733,16.661,17.05333,16.31733,16.62733,16.695,16.869,16.998,16.266,17.20467,16.304,15.22667,12.975,15.22867,15.39767,14.438,12.214,12.255,14.985,12.85833,15.24733,15.17433,14.57967,15.19867,14.668,15.664,15.126,16.72933,16.99867,17.769,16.677,16.53433,15.241,12.76133,12.10633,16.13967,12.10633,12.48333,8.53767,12.40033,12.26967,11.214,11.63533,12.76133,14.71733,13.08867,9.51367,16.042,11.641,12.825,12.85833,10.94333,8.30633,9.72733,13.209,12.38767,10.34067,13.54467,13.25433,14.54267,13.55133,11.13433,12.85067,11.331,15.90867,16.10033,12.81267,14.051,15.94667,15.294,14.97233,9.919,11.52933,12.689,15.60867,14.699,15.808,18.49667
200410,17.13323,18.42,17.49161,13.78677,17.0771,13.57935,15.39935,14.13387,15.39935,13.57935,12.59903,11.80935,12.80032,12.9029,13.40355,8.76194,9.63548,11.26,12.95032,13.92452,14.98968,14.71258,13.29871,16.55516,13.7229,14.52935,16.41677,16.41677,16.78258,16.66677,15.68226,13.59677,15.50129,13.64548,17.14484,15.09742,14.97323,16.14484,17.46161,14.78935,16.01226,13.64774,15.39484,16.38839,15.61871,15.12258,14.78935,14.81387,15.02839,15.60452,16.25903,15.87129,15.51774,14.85645,12.82871,14.30871,11.67613,11.84258,12.38903,14.48194,13.7629,15.62,13.35065,11.68065,15.95161,16.27097,16.43968,15.88871,16.77613,16.95548,17.85935,16.77613,17.93581,17.65645,17.23323,17.32419,16.75129,17.46194,17.05871,16.27387,15.02645,17.11194,17.31258,16.13774,13.88065,14.38516,17.04161,14.79806,16.17839,16.27161,15.76774,15.87806,15.75806,15.95161,16.15323,17.3529,17.49419,18.04226,18.25613,18.28,16.3929,14.98968,15.50161,16.66097,15.50161,14.05548,14.00516,13.20419,13.42968,12.47097,12.72645,13.22387,14.18129,13.72677,9.6771,16.28645,14.40774,14.87581,15.44645,12.91,10.04258,11.41452,14.54903,13.26323,11.54097,13.96871,14.51323,15.99839,15.07742,12.2871,13.98774,12.44161,17.70516,17.30935,14.55032,15.86161,17.3229,16.46161,16.57613,11.00161,12.62774,14.01839,16.46452,16.44258,16.43935,20.55742
200411,16.01,16.61467,16.02833,12.65633,16.01133,12.36367,14.20767,12.959,14.20767,12.36367,11.53967,9.73333,11.88733,12.06833,12.222,6.89533,7.05733,9.41267,12.157,11.738,13.325,13.66467,12.42067,14.73433,12.64533,16.085,15.05633,15.05633,15.65433,14.22367,14.982,13.342,14.73233,13.451,16.02933,14.047,13.96833,14.77433,15.77233,13.287,14.98967,12.40933,14.12133,15.28067,14.46333,14.095,13.287,13.102,13.23933,14.12033,15.05867,14.824,14.80567,13.59467,11.761,13.1,10.69833,11.26467,10.62733,12.75933,13.816,14.80167,12.833,10.61567,15.625,14.50967,15.439,15.56233,16.135,16.35633,17.37367,16.135,17.60967,16.706,16.588,16.667,16.12433,16.81167,16.65833,15.723,14.27467,16.07,16.26033,15.26267,13.17133,13.83,15.86867,13.99867,15.09467,15.61033,14.79,15.81967,15.343,15.625,15.63733,16.766,16.853,17.37033,17.54,17.56433,15.99067,13.325,12.896,16.09667,12.896,13.078,9.466,12.36567,12.003,10.789,11.388,13.02433,15.474,13.299,10.754,16.13467,12.13567,13.28633,12.91067,10.68767,7.53767,9.32867,13.945,12.664,11.12133,14.388,13.82967,15.22033,14.32367,12.06667,13.68033,12.294,16.43567,16.253,13.28967,14.38533,16.04867,15.559,15.75033,9.356,11.24667,12.99367,15.21,15.61167,15.819,19.39133
200412,16.13387,15.82774,15.83548,13.79258,16.51871,12.48742,14.33226,13.36903,14.33226,12.48742,11.77484,10.75032,12.03419,12.20742,12.55387,8.09161,8.8,10.13484,12.19903,12.71452,13.33419,13.47742,12.75,15.0329,12.91581,13.54839,14.87258,14.87258,15.08226,15.30452,15.42516,13.7329,14.20839,14.05097,16.44645,14.74032,14.6229,14.82258,15.81258,13.07806,15.7471,12.92258,14.79387,15.66581,14.21968,14.5129,13.07806,12.70161,12.76129,13.38419,15.45419,14.57065,14.69484,13.44032,12.15613,13.03452,11.16548,11.76065,10.41806,12.99903,14.96581,15.26968,13.02742,11.03355,15.77903,13.83548,15.55097,15.3671,15.96677,16.07839,16.80645,15.96677,16.63355,16.25387,16.35355,16.42548,15.97194,16.48129,16.25065,16.04742,16.85742,16.85677,17.20452,15.86452,15.58516,16.5771,17.11129,16.63032,15.93452,16.42645,16.1229,15.66161,15.22935,15.77903,15.41516,16.27871,16.36032,16.83355,16.98871,17.00742,15.6071,13.33419,15.01548,15.97548,15.01548,14.05355,14.08,13.51742,12.99032,12.0029,12.57032,13.75258,15.01839,14.02935,15.42774,16.3671,14.92903,15.82065,15.42581,12.23452,9.42323,10.5,14.04226,12.92613,12.30484,13.8271,13.81742,15.11677,14.34,12.22516,14.12484,12.71419,16.21548,16.18258,13.37935,14.87194,16.85194,15.62387,15.81968,10.55452,11.33548,13.31419,15.82419,16.23935,15.88774,18.81194
200501,16.05194,16.97452,15.94903,13.04871,15.99839,12.94355,14.73806,13.53806,14.73806,12.94355,11.47613,11.1771,11.65742,11.7071,12.71774,8.76323,9.47839,10.56742,11.64871,12.87387,13.01742,14.20355,13.0229,16.21387,13.23194,14.10935,14.71613,14.71613,16.04129,16.15032,14.90774,12.91419,14.94516,12.87613,14.6471,14.27677,14.10903,14.70258,15.89097,13.73742,15.42226,13.24065,14.83097,15.58677,14.35613,14.49516,13.73742,13.64194,13.75839,14.27935,15.40452,14.63,14.69387,13.59871,12.22935,13.14097,11.16839,11.76323,10.75258,12.98,14.49774,15.04516,13.09452,11.05,15.6229,14.57613,15.30935,16.14419,16.63742,17.06065,14.29355,16.63742,17.22742,16.00355,17.51419,17.72323,16.53871,17.33871,16.29968,14.97774,13.29839,16.75226,16.93161,14.98871,12.72645,12.94677,16.27065,13.59548,16.77355,15.96968,16.01903,14.96548,14.14677,15.6229,14.37677,16.91323,17.21548,16.73355,16.88935,16.98613,14.5429,13.01742,14.39323,16.51645,14.39323,13.09452,13.16613,12.99419,12.92,11.98839,12.29226,11.98935,14.88581,12.58161,9.99774,15.83258,13.98484,14.53258,15.0671,11.81419,9.61226,10.35194,13.95516,13.27484,10.89355,13.96613,13.89484,15.31645,14.40774,11.97516,13.70806,12.18065,16.56226,16.30452,13.79548,14.47323,16.14194,15.68161,15.73484,10.15258,11.09323,13.25935,17.16323,15.23355,15.28677,18.60226
200502,17.5375,17.70036,16.83393,14.61857,18.11714,12.30643,15.28893,14.06571,15.28893,12.30643,12.22714,11.5025,12.52107,12.51964,12.37,8.5075,9.28036,10.78786,12.57214,13.33857,14.26286,14.81286,13.46857,16.55393,13.70964,14.75,15.32679,15.32679,16.87357,16.67714,15.39643,13.46679,15.50464,13.45321,15.4775,15.09536,14.88607,15.41679,16.2325,14.17607,16.01286,13.56643,15.22107,16.07821,14.82607,15.03321,14.17607,13.99893,14.18536,14.55107,15.7975,15.06571,15.33679,13.96893,12.39286,13.47714,11.26714,11.9575,10.35857,13.02929,14.84643,15.50643,13.41929,11.145,16.9675,15.05893,16.34786,17.54929,17.12393,17.34964,14.05036,17.12393,18.19214,16.76536,17.68786,17.795,17.02857,17.45143,17.15821,16.87107,18.19036,18.31071,18.94036,17.17286,16.61679,18.09179,18.59071,18.25321,18.61821,18.54464,18.49179,16.30643,15.94286,16.9675,15.92536,17.20321,17.39607,18.31536,18.66179,18.675,16.0625,14.26286,14.78536,17.12321,14.78536,13.37607,13.50786,13.895,13.50893,12.475,13.05679,12.28893,15.53036,12.91643,10.73036,16.43929,14.56857,15.16143,15.62357,12.62857,9.79071,10.77893,14.33964,13.53321,11.17929,14.435,14.10679,15.72536,14.76464,12.36536,14.23643,12.66429,17.42571,17.18821,14.13036,15.26679,16.7675,16.28786,16.20536,10.84357,11.91964,13.70607,18.59036,17.78214,16.52214,19.3575
200503,15.40968,14.98387,16.08516,12.73935,14.62548,12.20581,13.12871,12.34194,13.12871,12.20581,11.24774,10.48839,11.5871,11.51839,11.96903,6.95935,7.99452,10.28,11.59419,11.52194,13.16419,14.11226,12.44548,15.49839,12.78419,15.33097,14.47323,14.47323,16.43613,14.75774,15.00516,12.75323,15.43194,12.77516,14.91355,14.48097,14.00226,14.84839,13.96903,13.71161,14.4371,13.11097,14.04452,14.66194,14.35065,14.31613,13.71161,13.55226,13.92226,13.8871,15.15355,14.30903,14.52839,13.51968,12.02,13.20387,10.99323,11.62548,10.92323,12.65645,12.77161,14.09387,12.99548,10.89484,15.80387,14.87774,16.14516,16.77032,16.41903,16.81742,13.54194,16.41903,12.82548,16.01935,17.20452,17.35968,16.36032,17.07226,16.36871,15.32,13.5529,15.46323,15.22387,14.89387,13.00774,13.28581,15.23581,12.92484,12.7529,14.79032,12.74226,15.29129,14.66097,15.80387,14.75258,16.77871,16.93065,18.05226,16.97774,16.75161,15.02032,13.16419,13.49581,16.41645,13.49581,13.66839,10.93935,13.31,12.72839,11.68935,12.35129,13.37839,14.71645,13.57774,15.13871,15.93742,12.68032,13.52065,14.75903,10.76677,8.09548,9.95226,13.62226,12.7529,17.10226,13.76161,13.57065,14.97774,14.05161,11.67935,13.38903,11.90097,16.08129,16.18677,13.64194,14.56548,16.46774,15.88032,15.44516,9.40968,11.42806,12.8871,12.73355,14.8571,15.38097,18.65419
200504,16.46567,15.51767,16.65133,13.25267,15.736,12.384,13.46433,12.898,13.46433,12.384,12.41733,12.12767,12.68733,12.55467,12.18367,8.68567,9.781,12.14767,12.63233,12.903,14.14267,14.46,12.35433,15.31333,12.86033,15.27633,15.33467,15.33467,16.20133,15.16333,15.47467,12.81367,15.57467,12.73433,15.771,15.433,14.66033,15.55733,14.116,15.37133,15.066,13.85867,15.094,15.122,14.992,15.02133,15.37133,15.483,15.65833,15.33233,15.589,14.67067,14.86067,14.40867,13.12233,14.31133,12.06367,12.33,12.353,12.656,12.80533,14.94567,13.58267,12.09,16.614,16.08233,16.60233,16.98267,17.757,16.932,14.86933,17.757,14.393,17.41533,17.383,17.22433,17.68,17.44667,17.16033,16.832,15.21267,16.575,16.54467,15.9,14.31367,14.984,16.50333,14.835,15.695,16.33,15.42833,15.085,14.12633,16.614,14.45667,17.944,18.35867,15.93267,17.06167,16.26833,14.74233,14.14267,13.84933,17.82033,13.84933,13.97367,11.196,13.197,13.59,12.58067,12.76033,14.13233,15.87533,14.104,11.432,16.795,13.50967,14.433,14.529,12.31533,9.86167,11.653,14.40033,13.05633,12.15233,14.98367,14.58033,15.61033,15.04867,12.68967,14.096,12.85967,16.65967,16.93267,14.70167,15.67367,16.35333,16.78033,16.20167,11.1,13.54833,13.99233,15.85333,15.54933,15.619,19.07567
