Stations,RUBUNGORAB,KABUYESW,BUTAMWA,MULINDI,RWESERO,RUKOZO,RUTONGO,CYINZUZI,MUGAMBAZI,RUSIGA,BUTARO,KINONI,NTARUKA,KAGOGO,RUHUNDE,SHINGIRO,NYANGEKABEZA,KINIGI,REMERA,NEMBAPAROISSE,CYABINGO,MINAZI,MUYONGWE,JANJA,RUSHASHI,RULI,GACURABWENGE,MUGINA,KAYENZI,NYABINONI,RUGENDABARI,KIVUMU,KIBANGU,NYAMABUYE,MWENDO,GITWE,KIGOMA,KINAZI,RURANGAZI,NYAMIYAGAPAROISSE,BUSASAMANANYANZA,KARAMAGAHORORO,KIGOMA,SIMBI,NYAKIBANDA,RUBONA,GIKONKO,CYILI,MUKINDO,GAKOMA,SAVE,KANSI,KIGEMBE,CYAHINDA,RUNYOMBYI,KIBEHO,MUDASOMWATARESECTOR,GATARE,BURUHUKIRO,MUSHUBIPAROISSE,KADUHASECTOR,CYANIKAKUISHURI,KIGEMEKUISHURI,KITABITEA,NYAMATAPAROISSE,RUHUHA,JURU,KARAMA,GISHALI,MWULIRE,NZIGE,RWAMAGANA,MUSHA,KABARONDO,GAHINI,MWIRI,MUKARANGE,RWINKWAVU,NDEGO,MURUNDI,KIZIGURO,RWIMBOGO,GABIRO,GASANGE,NYAGAHANGA,NGARAMA,KABARORE,MUHURA,NYAKIGAKARAMA,KAGITUMBAGARDENFRESH,GATUNDA,MUTENDERI,SAKE,ZAZA,JARAMA,KIREHE,MUSAZA,NYAMUGALI,NYARUBUYE,MPANGA,GAHARA,MURAMBA,GATUMBA,KABAYA,MUHANDARUBAYA,NYANGE,SOVU,NYUNDO,RYABIZIGE,BUSASAMANA,KANAMA,RUGABANO,GISHYITA,RUGABANOTEA,TWUMBA,MUSHUBATI,GIHANGO,BONEZA,MURUNDAPAROISSE,RUGERA,RWANKERI,BIGOGWE,NYAMASHEKE,NTENDEZI,CYATO,KIRIMBI,KANJONGO,SHANGI,NKANKA,NYAKABUYE,MURURU,MIBIRIZI,GITEGA,KIGALIAERO,GIKONGOROMET,BYIMANA,RUBENGERAMET,GISENYIAERO,KAMEMBEAERO,BUSOGOISAE,RUHENGERIAERO,BYUMBAMET,NYAGATARE,KAWANGIRE,KIBUNGOKAZO,BUGARAMARIZ
198607,13.61323,13.40645,14.04032,11.44935,13.13903,12.20129,12.00935,11.44806,12.00935,12.20129,10.38387,9.69032,10.78968,10.71387,11.99387,10.52161,7.11581,9.27645,10.77129,10.62097,11.44452,11.71677,10.61032,12.77774,10.77581,11.79419,12.22742,12.22742,12.29419,12.54774,12.50484,10.44839,12.73065,10.34355,11.87258,11.68742,11.5429,12.6971,12.69516,11.22161,12.54516,10.87581,12.29742,12.75677,12.49161,12.44387,11.22161,10.89419,10.90323,11.2571,13.30065,12.43839,12.88226,11.58645,9.80774,11.08032,8.55806,9.2329,8.33097,11.9129,12.17581,12.59806,10.8429,8.41677,13.63097,12.38516,13.70323,13.50774,14.78194,14.94258,14.92871,14.78194,14.39839,14.72742,15.25065,15.3171,14.73742,15.11613,14.82968,14.10581,11.76452,12.93032,12.95226,13.32581,11.47,11.35355,12.65129,11.36581,11.71903,12.94935,11.59516,14.05516,13.52806,13.63097,13.70355,14.7629,14.82226,15.50968,14.93871,14.79161,14.00839,11.44452,9.94032,14.93871,9.94032,10.16516,12.48839,10.54161,10.71581,9.76484,9.99452,10.83452,12.77129,11.16387,13.34226,13.77581,9.64935,11.06419,10.50355,9.52129,7.15323,8.46548,11.64774,10.91903,10.09774,11.49645,11.73903,12.84323,12.17452,9.83774,11.41935,10.0429,13.95935,14.23742,11.79387,11.69903,14.30742,13.64968,13.33806,8.45806,10.56839,12.19774,11.79355,13.48935,13.88581,15.71548
198608,14.96355,14.77452,15.23935,12.3171,14.21226,13.00645,13.15839,12.54,13.15839,13.00645,11.75,10.93484,12.28194,12.14161,12.59032,12.60065,8.14065,10.50355,12.29452,11.75935,12.75871,12.71,11.87,13.44355,11.99903,12.70419,13.25129,13.25129,13.23452,13.32129,13.46161,11.17161,13.49742,11.38129,13.58903,13.43742,12.94645,13.78226,13.67935,11.86839,13.8529,11.90677,13.4471,14.01419,13.37903,13.44387,11.86839,11.51742,11.39871,11.60032,14.6229,13.19097,13.53097,12.55355,10.89129,11.98161,9.66355,10.44387,8.91323,12.39226,13.04774,13.89452,12.32645,9.40516,15.95774,12.88387,15.01581,15.26355,15.56581,15.54,14.7571,15.56581,14.83516,16.18903,15.08194,14.8,16.28839,15.79871,16.1029,15.16226,12.25581,13.89258,13.85065,14.32161,12.0429,11.85161,13.51194,11.86097,12.83903,13.81548,12.50645,14.74935,14.23355,15.95774,14.2929,16.58516,15.81903,15.32484,15.91323,15.49581,14.33097,12.75871,11.81194,14.88516,11.81194,12.19903,9.17194,11.92129,12.03742,10.83548,10.97387,12.76935,13.36097,12.89968,15.33452,15.36742,11.60484,12.31516,12.59742,10.92806,8.18,9.53065,12.6171,11.9729,10.4029,12.31806,12.72065,14.09194,13.32806,10.62419,12.38806,10.80742,15.41806,15.69774,12.9271,13.43,15.0671,14.83226,14.55645,9.90452,11.92548,13.36645,12.97645,14.46,15.77742,16.48419
198609,14.98533,14.70267,15.63967,12.07367,13.98467,11.491,12.81867,11.908,12.81867,11.491,11.22767,10.19767,11.557,11.51433,11.15367,6.901,7.82033,10.06967,11.644,11.205,12.60167,13.26433,12.182,14.01833,12.501,14.13067,13.93267,13.93267,15.241,13.47367,14.315,11.747,14.008,11.79967,14.405,13.84933,13.57333,14.37867,13.746,13.63433,14.02233,12.32833,13.57167,14.13267,13.756,14.013,13.63433,13.544,13.77933,13.66067,14.71233,13.73833,13.997,12.91033,11.253,12.307,10.28167,10.83767,10.036,12.566,12.78767,13.79733,12.23133,10.14167,15.39233,14.58533,14.97267,15.15233,16.02333,16.36567,16.75433,16.02333,16.328,16.34333,16.48533,16.61233,15.96967,16.833,15.939,14.89733,12.70967,14.83833,14.99967,14.14333,11.95767,12.001,14.68667,12.59,14.93033,14.795,14.271,14.985,14.50933,15.39233,15.00133,16.482,16.75567,17.395,16.307,16.16667,15.03633,12.60167,12.14833,15.79367,12.14833,12.544,8.511,12.24667,12.04967,11.00733,11.48767,12.823,14.79367,13.16133,9.636,16.08033,11.60567,12.76667,12.799,10.79767,8.13667,9.541,13.32033,12.51467,10.478,13.65667,13.37733,14.66133,13.66167,11.25233,12.946,11.433,15.75867,15.94633,13.01567,14.124,15.998,15.06967,15.08167,9.736,11.36333,12.434,15.27733,14.389,15.53133,18.65333
198610,15.36935,16.45194,15.65484,12.39645,15.31355,12.19194,13.71226,12.64226,13.71226,12.19194,11.36516,10.62161,11.55742,11.64645,12.04097,8.00194,8.81323,10.14161,11.69516,12.55194,13.55613,13.27387,11.90774,14.96806,12.2871,13.10645,14.69516,14.69516,14.99,15.04968,14.00516,12.13161,13.95129,12.16032,15.32774,13.49548,13.37548,14.47065,15.61581,13.22419,14.31774,12.20258,13.77645,14.67,13.98968,13.53548,13.22419,13.25065,13.45097,13.96903,14.54323,14.21581,13.90742,13.30419,11.54387,12.8871,10.49129,10.64548,11.12194,13.0229,12.3929,13.98258,12.00871,10.49548,14.40935,14.57258,14.7329,14.28032,15.11065,15.27516,16.08065,15.11065,16.13968,15.96839,15.57613,15.66516,15.09548,15.78903,15.48,14.68226,13.4829,15.44871,15.62226,14.51323,12.43419,12.90161,15.31194,13.27742,14.53032,14.70806,14.1571,14.34968,14.19935,14.40935,14.53419,15.69226,15.82,16.38032,16.56419,16.58935,14.82581,13.55613,13.81742,15.03258,13.81742,12.53935,12.57,12.13323,12.35323,11.46,11.68097,11.88516,12.8871,12.34387,8.70258,14.68419,13.16226,13.60452,13.94355,11.63968,9.18355,10.46484,13.36355,12.17484,10.56452,12.80355,13.31548,14.71258,13.86677,11.27871,12.87355,11.43419,15.84806,15.50097,13.08903,14.17484,15.62484,15.33581,15.25645,10.07032,11.40226,12.58774,14.78387,14.82194,14.85323,18.89645
198611,15.16533,15.80533,15.04933,12.283,15.19767,12.04633,13.647,12.54533,13.647,12.04633,11.25267,9.688,11.574,11.71933,11.88433,7.16033,7.23667,9.40967,11.805,11.452,12.89533,13.13333,11.98633,14.134,12.20333,15.36967,14.16767,14.16767,14.89033,13.67733,14.30367,12.74433,14.12,12.809,15.19667,13.30867,13.22567,13.869,14.90967,12.40433,14.136,11.753,13.336,14.374,13.62467,13.229,12.40433,12.225,12.338,13.18633,14.16167,13.952,13.92733,12.85133,11.30133,12.499,10.34167,10.84833,10.346,12.29167,13.18933,13.98467,12.30067,10.257,14.491,13.52467,14.48367,14.43233,15.147,15.347,16.323,15.147,16.572,15.57233,15.63467,15.70233,15.13133,15.69467,15.476,14.88567,13.703,15.30533,15.50233,14.48567,12.71333,13.30133,15.16333,13.45,14.46967,14.82333,14.18933,14.612,14.23667,14.491,14.48567,15.49667,15.58167,16.15467,16.334,16.355,14.75567,12.89533,12.418,15.22933,12.418,12.576,9.367,12.002,11.74667,10.62433,11.12067,12.555,14.75767,12.781,10.40267,15.439,11.79267,12.87167,12.54667,10.50667,7.641,9.308,13.28867,12.067,10.61167,13.725,13.15,14.475,13.66333,11.53133,13.054,11.75533,15.44033,15.25667,12.71433,13.634,15.30933,15.05333,14.98033,9.299,11.04933,12.64333,14.595,14.77367,14.672,18.26833
198612,15.42645,15.13129,15.14194,13.12871,15.79355,11.87581,13.68677,12.71581,13.68677,11.87581,11.14548,10.14032,11.39226,11.56226,11.94097,7.55323,8.22935,9.54968,11.55419,12.03581,12.6329,12.78548,12.13,14.25968,12.28806,12.86613,14.16419,14.16419,14.3671,14.51452,14.6471,13.06613,13.46935,13.34806,15.61968,13.9971,13.89065,14.11484,14.98548,12.46968,14.93581,12.23194,14.01194,14.8529,13.4771,13.77065,12.46968,12.11194,12.17258,12.75806,14.65645,13.81613,13.93387,12.72613,11.46968,12.31419,10.51097,11.08484,9.79774,12.25677,14.14903,14.46194,12.29419,10.38806,15.09129,13.20161,14.87065,14.69226,15.26806,15.37355,16.06677,15.26806,15.90194,15.54161,15.62581,15.69387,15.27355,15.75581,15.52613,15.34258,16.10968,16.11742,16.45613,15.17065,14.88097,15.83968,16.36097,15.89226,15.23548,15.70355,15.41452,14.97419,14.56548,15.09129,14.73742,15.5571,15.63194,16.07129,16.21935,16.23452,14.92226,12.6329,14.23452,15.27065,14.23452,13.31645,13.2529,12.74161,12.23548,11.29194,11.83774,12.98,14.19065,13.24516,14.54903,15.47323,14.05097,14.90194,14.56387,11.56097,8.83,9.86097,13.22742,12.17,11.58032,13.03323,13.02258,14.24097,13.49935,11.50226,13.29613,11.96194,15.50452,15.47355,12.63516,14.12452,15.93774,14.69806,14.90194,9.92194,10.71129,12.66677,15.13387,15.52548,15.19258,17.75903
198701,15.27226,16.18065,15.21903,12.27387,15.21258,12.13258,13.97032,12.74258,13.97032,12.13258,10.73935,10.32161,10.91419,10.98194,11.93452,7.86677,8.57,9.72677,10.9271,12.04129,12.23065,13.34645,12.28323,15.25065,12.48,13.31097,13.99645,13.99645,15.22,15.16677,14.13581,12.2171,14.08581,12.21613,13.93677,13.58871,13.43323,14.00323,15.10387,13.18194,14.68097,12.5671,14.10645,14.86387,13.67258,13.84452,13.18194,13.09097,13.21032,13.68677,14.69032,13.93871,14.00548,12.91774,11.58129,12.49871,10.53742,11.12355,10.10226,12.27065,13.78323,14.30516,12.41806,10.42935,14.86,13.98226,14.64871,15.41323,15.85194,16.25065,13.60387,15.85194,16.38419,15.22742,16.69161,16.8871,15.75677,16.47742,15.51419,14.30742,12.65516,15.97484,16.15935,14.25355,12.06742,12.31032,15.5329,12.93968,16.00516,15.2471,15.27774,14.27161,13.52774,14.86,13.7229,16.10452,16.38516,15.88419,16.02548,16.11645,13.87484,12.23065,13.57194,15.7671,13.57194,12.35839,12.16419,12.15581,12.02161,11.11,11.4529,11.26581,14.15097,11.84613,9.42903,14.95387,13.09677,13.63419,14.08323,10.99065,8.75452,9.51839,13.31419,12.6671,10.38387,13.31226,13.27484,14.6329,13.74,11.40774,13.07129,11.60032,15.79613,15.55484,13.10032,13.77387,15.27677,14.7329,15.03452,9.36032,10.32258,12.44419,16.37613,14.53871,14.53645,17.88
198702,16.46357,16.73464,15.91321,13.89286,17.02179,11.75679,14.57357,13.41286,14.57357,11.75679,11.705,11.20107,11.98321,11.96321,11.8,8.59786,9.28821,10.54964,12.01286,12.80536,13.60321,14.13464,12.81786,15.76536,13.05071,14.01571,14.585,14.585,16.10821,15.93107,14.82857,12.92857,14.91464,12.93821,14.83179,14.46964,14.26286,14.66,15.65,13.49607,15.41786,13.11107,14.66393,15.45179,14.24643,14.43036,13.49607,13.31679,13.46821,13.82536,15.20071,14.47107,14.71179,13.4575,12.0225,12.99893,10.99964,11.63679,10.17107,12.67321,14.31786,14.9325,13.00393,10.87464,15.73393,14.26071,15.36036,16.46464,15.89571,16.11036,13.07143,15.89571,16.93643,15.47964,16.30536,16.40179,15.8,16.1275,15.75071,15.55179,16.99643,16.90607,17.49071,16.00857,15.60036,16.92679,17.29393,17.05893,17.34357,17.08036,17.24107,15.15429,14.87964,15.73393,14.92464,15.98821,16.18929,16.87821,17.19571,17.20357,14.93107,13.60321,14.36143,15.79,14.36143,12.98964,13.32786,13.35464,13.04857,12.11429,12.61821,11.96821,14.90714,12.545,10.46571,15.87857,14.12357,14.65643,15.17321,12.21,9.72536,10.58071,13.66071,12.895,10.695,13.79429,13.4275,14.93071,14.04821,11.80821,13.53393,12.0825,16.46393,16.22107,13.67464,14.63179,16.15036,15.565,15.36607,10.60321,11.49786,13.06964,17.32357,16.42071,15.32107,18.235
198703,15.20129,14.87452,15.87516,12.79903,14.44194,12.34903,13.18226,12.45323,13.18226,12.34903,11.40355,10.89355,11.73161,11.62968,12.08355,7.5571,8.56935,10.73226,11.7029,11.70323,13.23806,14.17161,12.50355,15.50839,12.84258,15.29742,14.41871,14.41871,16.43323,14.81871,15.05,12.84742,15.5429,12.84548,14.91387,14.50129,14.02161,14.78065,14.06548,13.58452,14.5129,13.26097,14.13839,14.70742,14.40097,14.3371,13.58452,13.41581,13.74774,13.74258,15.22742,14.34774,14.54032,13.61613,12.20226,13.29903,11.26323,11.85645,11.26032,12.87871,12.83548,14.18065,13.16806,11.15581,15.42516,14.65903,15.90871,16.46226,16.1029,16.50065,13.31097,16.1029,12.62677,15.62548,16.81161,16.96677,16.04258,16.68516,15.89161,14.97161,13.37645,15.10968,14.85548,14.67387,12.92516,13.13419,14.94968,12.75258,12.52645,14.41677,12.52387,14.92387,14.35161,15.42516,14.46774,16.40871,16.57581,17.61032,16.57419,16.35323,14.64871,13.23806,13.68323,16.05903,13.68323,13.85129,11.35677,13.41806,12.94,11.97323,12.54452,13.61323,14.68,13.77548,15.42484,16.01161,12.82903,13.60839,14.95968,11.03419,8.57097,10.34903,13.50645,12.66323,17.05161,13.6571,13.42871,14.81097,13.94484,11.64194,13.28387,11.85581,15.87194,15.96194,13.79323,14.57742,16.49645,15.89258,15.26484,9.74581,11.69419,13.01323,12.50968,14.5471,15.01935,18.24871
198704,15.69,14.82233,15.96133,12.60667,14.989,11.794,12.862,12.31667,12.862,11.794,11.82833,11.57467,12.10133,11.984,11.605,8.415,9.465,11.61667,12.06367,12.33567,13.52233,13.86633,11.80167,14.68833,12.28933,14.65633,14.776,14.776,15.581,14.55867,14.97933,12.33433,15.01233,12.33833,15.283,14.94867,14.19433,14.98767,13.69333,14.84733,14.60667,13.44667,14.64033,14.655,14.53467,14.55233,14.84733,14.95267,15.11567,14.80267,15.105,14.21933,14.40233,13.97633,12.848,13.99367,11.82367,12.07567,12.12667,12.40067,12.52467,14.499,13.29067,11.84733,15.78,15.51667,15.88767,16.25967,16.84867,16.06667,14.11867,16.84867,13.66533,16.48,16.39433,16.23833,16.76567,16.50133,16.166,15.85133,14.38933,15.59333,15.57367,15.05667,13.54033,14.17267,15.60433,14.03,14.831,15.348,14.58467,14.35867,13.478,15.78,13.83467,17.054,17.45867,15.03033,16.081,15.32767,14.04033,13.52233,13.42333,16.78533,13.42333,13.549,10.86767,12.75733,13.14267,12.17267,12.33967,13.75933,15.487,13.72433,11.21567,16.34667,13.19233,14.098,14.1,11.79133,9.54633,11.28267,14.11867,12.80067,11.922,14.70333,14.29233,15.29667,14.75267,12.44733,13.81967,12.61433,15.96067,16.21667,14.38233,15.18433,15.90833,16.32933,15.87433,10.72667,12.94733,13.32533,14.983,14.67433,14.831,18.655
198705,15.24323,14.69452,15.54387,12.69484,14.9229,11.64742,12.69129,12.05581,12.69129,11.64742,12.19387,11.55355,12.81129,12.50032,11.59581,8.31129,9.25871,11.29645,12.71,12.12645,13.6971,13.99129,12.21935,15.22032,12.51,15.14935,13.91097,13.91097,15.41548,14.89613,14.48097,12.04613,15.17677,11.94323,14.62419,14.58839,13.8829,14.42548,13.59323,13.72742,14.07194,13.20226,13.78742,14.24774,13.91452,14.05903,13.72742,13.67032,13.77355,14.20677,14.84323,14.20065,14.11581,13.32613,12.50452,13.14097,11.63677,12.10387,10.44387,12.15516,12.45484,13.82548,13.22226,11.49903,15.48548,14.42839,15.54387,15.92581,15.81323,16.21516,14.02645,15.81323,13.56742,15.78968,16.28194,16.39,15.80097,16.37484,15.85161,15.15645,14.54,15.44419,15.68258,14.80387,13.57355,14.21871,15.44097,14.38871,14.95,15.46226,14.80387,14.74194,14.54258,15.48548,14.66742,15.9829,16.18774,16.96645,16.10387,15.99484,14.70419,13.6971,12.92806,15.71,12.92806,13.23677,10.34097,13.05452,13.02452,12.09032,12.44452,13.09742,14.64677,13.35323,10.52484,15.62935,12.7771,13.50968,13.60032,11.5329,9.25258,10.5629,13.74129,12.43194,11.82548,13.88968,13.79161,14.83968,14.36613,12.17516,14.09774,12.78129,15.62968,15.85097,13.81194,14.54484,16.12742,15.80065,15.78355,10.60258,12.87742,12.56806,14.97032,15.15129,15.10871,18.70581
198706,14.722,14.292,15.035,12.54533,14.33867,11.663,12.46,11.81133,12.46,11.663,11.34633,10.82333,11.60567,11.43133,11.58633,7.88067,8.69633,10.47767,11.49567,11.36833,12.93033,13.43567,11.98267,14.73433,12.22733,14.47867,13.47367,13.47367,15.45767,14.16967,14.246,12.33667,14.75167,12.41667,13.58767,13.28733,13.11267,13.655,13.55933,12.83733,13.58033,12.85267,13.72333,14.032,14.077,13.509,12.83733,12.65567,12.83333,13.18433,14.40867,14.17233,14.61633,13.202,11.39333,12.88167,10.14233,10.92667,9.36767,12.64467,12.534,13.64767,12.36333,10.09633,14.74067,13.582,14.47367,14.246,15.786,15.932,15.707,15.786,15.65267,15.64067,16.33833,16.44967,15.73667,16.255,15.71967,15.025,13.86967,14.56067,14.674,14.54533,13.212,13.446,14.40967,13.467,13.38467,14.56733,13.325,14.77033,14.123,14.74067,14.248,15.86467,15.97033,16.81533,15.78133,15.85233,14.543,12.93033,12.30267,15.82767,12.30267,12.496,9.235,12.863,12.43233,11.614,12.15167,12.49167,14.20333,12.77567,14.33367,15.26367,11.488,12.89933,13.456,10.95667,8.801,10.144,13.39067,12.64267,11.285,13.003,13.24,14.36633,13.39133,11.361,12.99667,11.612,15.119,15.255,12.99667,13.30067,15.70533,15.09567,14.70233,9.965,11.48633,12.289,13.385,14.87267,14.951,17.649
198707,14.46258,14.28774,15.00871,12.17839,13.96032,13.03226,12.8671,12.23968,12.8671,13.03226,11.03871,10.41484,11.47161,11.38645,12.79839,11.61419,7.80387,9.99968,11.4471,11.33129,12.15258,12.50645,11.32419,13.61355,11.50258,12.56548,13.13484,13.13484,13.18581,13.40387,13.45613,11.25645,13.64548,11.16968,12.77903,12.58645,12.42935,13.63419,13.72323,12.07161,13.55419,11.7771,13.28516,13.75935,13.4729,13.41581,12.07161,11.71194,11.7071,12.0929,14.36387,13.41323,13.87677,12.51774,10.59387,11.92161,9.28226,9.99323,9.07097,12.88935,13.09839,13.60355,11.70355,9.12516,14.52,13.27903,14.60032,14.46032,15.66968,15.84677,15.85581,15.66968,15.29839,15.62323,16.09548,16.16677,15.62032,16.04903,15.69742,14.84871,12.42645,13.59548,13.61258,14.11613,12.1529,12.00065,13.32,11.99935,12.34,13.59613,12.21613,15.00581,14.42129,14.52,14.6629,15.77387,15.85387,16.48613,15.87323,15.71516,14.95968,12.15258,10.75806,15.73581,10.75806,11.00032,13.60419,11.27129,11.49226,10.50871,10.72258,11.72871,13.72065,12.06355,14.4629,14.82581,10.4071,11.90806,11.32,10.20129,7.81226,9.17484,12.41516,11.63677,10.79258,12.28194,12.50516,13.6571,12.96355,10.50129,12.15097,10.71355,14.91806,15.20194,12.72097,12.5971,15.36903,14.56774,14.17,9.14452,11.29581,13.01742,12.42032,14.22548,14.79387,16.61968
198708,15.39323,15.18194,15.88323,12.44419,14.59613,13.12484,13.45484,12.74452,13.45484,13.12484,11.91419,10.97516,12.45548,12.33226,12.72097,12.47355,8.09484,10.50742,12.48548,11.92,12.96903,12.99419,12.08806,13.74161,12.21806,13.03839,13.86097,13.86097,13.69194,13.60645,13.96161,11.54323,13.91258,11.82806,14.15226,14.01452,13.50871,14.44903,14.3971,12.53161,14.60516,12.53968,14.17161,14.8029,14.11742,14.22129,12.53161,12.16065,12.03677,12.23355,15.45935,13.92419,14.27871,13.22,11.36258,12.54226,10.07161,10.89742,9.24839,12.9071,13.62935,14.63161,12.88097,9.80516,16.56129,13.58258,15.63387,16.05065,15.97516,15.96161,15.16,15.97516,15.21613,16.65226,15.32645,15.04194,16.71129,16.22226,16.52226,15.32161,12.37613,13.96484,13.91774,14.54548,12.13323,11.95774,13.6729,11.97194,12.96548,13.89968,12.62806,15.40968,14.8529,16.56129,15.04581,17.29097,16.51677,15.78065,16.33484,15.89903,15.00452,12.96903,12.20129,15.04774,12.20129,12.61548,9.29387,12.14387,12.19355,10.94581,11.14968,13.18548,13.90839,13.34452,15.90548,15.89129,11.89,12.62032,12.84387,11.02226,8.17581,9.58032,13.18774,12.53194,10.89387,12.85742,13.31194,14.74613,13.93065,11.11065,12.94806,11.29355,16.05419,16.34935,13.51871,13.99806,15.6129,15.18161,15.23323,9.98613,12.02871,13.49161,13.09194,14.64645,16.36935,17.33806
198709,15.048,14.63733,15.74433,11.98667,14.03533,11.35833,12.67,11.716,12.67,11.35833,11.05867,9.907,11.41267,11.385,11.04367,6.61367,7.564,9.78233,11.522,11.03567,12.51733,13.21267,12.025,14.02433,12.34267,14.11,13.931,13.931,15.12733,13.44433,14.18033,11.61,13.92733,11.66467,14.30533,13.73,13.447,14.389,13.62667,13.664,13.90733,12.181,13.44967,14.02533,13.659,13.919,13.664,13.58467,13.84167,13.70667,14.58167,13.652,13.92667,12.79667,11.087,12.17567,10.05033,10.62967,9.78867,12.36167,12.682,13.68033,12.04867,9.91867,15.82367,14.68133,15.05233,15.438,16.23867,16.58733,16.96533,16.23867,16.513,16.81933,16.84367,16.979,16.196,17.31133,16.541,15.099,12.71833,15.081,15.24467,14.22967,11.917,11.99767,14.74833,12.6,14.986,15.062,14.31667,15.46167,14.78333,15.82367,15.306,17.011,17.28867,18.033,16.89833,16.757,15.525,12.51733,11.96133,16.00267,11.96133,12.35767,8.32033,12.27033,12.07467,10.97733,11.45633,12.69,14.78133,13.03833,9.49767,16.073,11.578,12.80267,12.74367,10.60433,7.929,9.41767,13.41167,12.574,10.477,13.745,13.47067,14.78867,13.76033,11.28367,13.05567,11.487,15.86533,16.064,12.84,14.00933,16.00367,15.24633,15.234,9.608,11.17533,12.30233,15.328,14.55933,15.96867,18.90233
198710,15.44419,16.55484,15.83516,12.25387,15.37065,12.02806,13.71806,12.54032,13.71806,12.02806,11.15452,10.28226,11.36,11.48097,11.89194,7.49516,8.32871,9.79161,11.52968,12.34806,13.39806,13.18452,11.8371,14.86903,12.21355,13.08677,14.84419,14.84419,15.0829,14.94032,14.02935,12.16419,13.91935,12.21677,15.40516,13.56323,13.45516,14.61742,15.67032,13.40258,14.40258,12.21548,13.82032,14.76355,14.05387,13.65032,13.40258,13.43194,13.64323,14.13548,14.64355,14.29387,13.98581,13.32613,11.43,12.82032,10.32774,10.51484,10.8971,12.86548,12.33806,14.01968,11.90903,10.33677,14.53387,14.77645,14.91161,14.47387,15.20484,15.36806,16.17129,15.20484,16.22,16.04065,15.60613,15.69032,15.18387,15.83935,15.54839,14.7329,13.4671,15.42419,15.60419,14.53,12.3771,12.87355,15.33968,13.25742,14.53419,14.69839,14.15258,14.48903,14.37645,14.53387,14.72355,15.81161,15.93742,16.41258,16.58935,16.61129,14.97419,13.39806,13.75806,15.08,13.75806,12.48355,12.22613,11.91548,12.07677,11.15677,11.42548,11.78484,12.83581,12.26065,8.57903,14.62355,12.93226,13.39032,13.71774,11.38774,8.76032,10.0971,13.22742,12.04419,10.44097,12.67871,13.20355,14.57323,13.70387,11.13161,12.71452,11.28,16.02129,15.67194,13.00452,14.24968,15.59032,15.09258,15.10613,9.74613,11.14452,12.43194,14.78129,14.87774,14.97484,18.85
198711,15.75033,16.33467,15.76067,12.45833,15.75667,12.17433,13.974,12.78967,13.974,12.17433,11.35167,9.59667,11.70467,11.88833,12.03367,6.86133,7.011,9.29933,11.98167,11.57733,13.14433,13.496,12.26033,14.55933,12.483,15.883,14.84667,14.84667,15.44367,14.06567,14.82667,13.16367,14.54433,13.314,15.863,13.888,13.79833,14.55267,15.56233,13.067,14.77567,12.237,13.92467,15.04967,14.257,13.87133,13.067,12.88533,13.021,13.89167,14.818,14.61,14.59633,13.41267,11.65733,12.967,10.60367,11.16133,10.55933,12.66067,13.698,14.60267,12.71233,10.521,15.279,14.28,15.17167,15.24367,15.823,16.03667,17.04033,15.823,17.275,16.31467,16.23867,16.30833,15.804,16.411,16.228,15.39733,14.035,15.74767,15.951,14.96967,12.95267,13.602,15.59967,13.767,14.84467,15.28,14.54933,15.44133,15.03033,15.279,15.31167,16.33467,16.42733,16.912,17.077,17.09567,15.61,13.14433,12.77567,15.75633,12.77567,12.95467,9.43167,12.29967,11.91267,10.71233,11.33367,12.936,15.40933,13.19667,10.70067,16.04167,12.145,13.30867,12.869,10.56033,7.49,9.26867,13.86933,12.583,11.04867,14.329,13.75,15.12333,14.237,11.98967,13.59233,12.21833,16.15867,15.976,13.159,14.22633,15.94033,15.50367,15.64533,9.27833,11.09933,12.79567,14.964,15.299,15.464,19.23267
198712,16.73484,16.35806,16.59452,13.72839,17.07774,12.3671,14.62258,13.43419,14.62258,12.3671,11.59452,10.28258,11.85871,12.0829,12.45742,7.20097,7.95806,9.60806,12.07097,12.51323,13.23258,13.49645,12.84484,15.04935,13.0071,13.7029,15.55,15.55,15.49065,15.2829,15.6829,14.03839,14.30194,14.41387,16.95677,15.24161,15.15161,15.56871,16.44387,13.89484,16.4571,13.43,15.42065,16.44161,14.87484,15.29806,13.89484,13.49935,13.5771,14.19,16.2529,15.26065,15.38839,13.97452,12.30452,13.33097,11.23323,11.88645,10.34871,13.09194,15.25129,15.88839,13.24323,11.10903,16.56806,14.68677,16.42613,16.30516,16.69323,16.82097,17.55548,16.69323,17.34065,16.95194,16.91871,16.99065,16.68613,17.13516,16.88355,16.51806,17.14194,17.1671,17.50581,16.30129,15.72968,16.81129,17.5129,16.88194,16.22129,16.77484,16.39065,16.54226,16.14645,16.56806,16.3771,17.10968,17.20677,17.46065,17.57484,17.58387,16.51613,13.23258,15.08129,16.45581,15.08129,14.14774,13.44548,13.14097,12.49355,11.44581,12.11839,13.7,15.16129,14.04742,15.38774,16.41129,14.51194,15.40548,15.04097,11.87839,8.66355,9.84645,14.17484,13.0771,12.45129,13.92516,14.00323,15.30452,14.45903,12.32161,14.2271,12.78806,16.97613,16.96258,13.6429,15.36129,16.99129,15.22903,16.00935,9.98032,11.01097,13.21871,16.09032,16.76452,16.67258,19.34548
