name,province,district,sensors,activities
MUYANZA,NORTH,Rulindo,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Nyirangarama,NORTH,Rulindo,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Mamba,SOUTH,Gisagara,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Muganza,SOUTH,Gisagara,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Butare,SOUTH,Huye,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Rubona,SOUTH,Huye,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kayenzi,SOUTH,Kamonyi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Nyamabuye,SOUTH,Muhanga,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Bakokwe,SOUTH,Muhanga,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kibirizi,SOUTH,Nyamagabe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
MUSHUBI,SOUTH,Nyamagabe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Gikongoro,SOUTH,Nyamagabe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kaduha,SOUTH,Nyamagabe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Busasamana,SOUTH,Nyanza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Rwabicuma,SOUTH,Nyanza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Munini,SOUTH,Nyaruguru,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
RUSENGE,SOUTH,Nyaruguru,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
UNILIVER,SOUTH,Nyaruguru,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Nyabimata,SOUTH,Nyaruguru,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Byimana,SOUTH,Ruhango,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Rubengera,WEST,Karongi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
RUGABANO,WEST,Karongi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Rwankuba,WEST,Karongi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Gishyita,WEST,Karongi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Muhororo,WEST,Ngororero,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kavumu,WEST,Ngororero,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Ngororero,WEST,Ngororero,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Muringa,WEST,Nyabihu,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kibisabo,WEST,Nyabihu,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
